Min_R1,Max_R1,Sum_R1,Mean_R1,Variance_R1,StandardDev_R1,Skewness_R1,Kurtosis_R1,Excess Kurtosis_R1,Energy_R1_D1_T1,Contrast_R1_D1_T1,Homogeneity_R1_D1_T1,Entropy_R1_D1_T1,Correlation_R1_D1_T1,Dissimilarity_R1_D1_T1,MeanX_R1_D1_T1,MeanY_R1_D1_T1,StdDevX_R1_D1_T1,StdDevY_R1_D1_T1,Short Run Emphasis (SRE)R_1_T1,Long Run Emphasis (LRE)R_1_T1,Gray Level Non-Uniformity (GLN)R_1_T1,Run Length Non-Uniformity (RLN)R_1_T1,Run Percentage (RP)R_1_T1,Low Gray Level Run Emphasis (LGRE)R_1_T1,High Gray Level Run Emphasis (HGRE)R_1_T1,Class
13,255,133.7201671540521,133.7201671540521,2404.0159076804057,49.03076491021128,0.2954547379831364,2.598581927398032,-0.40141807260196805,0.0007634630886244718,6.618542729533224,0.4035326419741272,7.540366247776437,0.9986254820765018,1.9138410572392959,121.74674036281198,121.63365398242631,49.024033098772925,49.014817005777374,0.8530196070282589,2.2888859439879847,0.005960110400090847,0.6841549901051209,8.834702712175682e-06,0.0001877065430927004,17464.10105132962,normal
1,233,71.5885424572695,71.5885424572695,1879.2456515353645,43.35026702957393,0.7954997500308378,2.947768870097612,-0.052231129902387874,0.0008276820018739367,11.23733926486632,0.34507444571206974,7.534932708430244,0.9970209121247195,2.457370954926312,71.68217136937062,71.48054421354152,43.37455912642252,43.30822783800555,0.885584983153735,1.7424329821791797,0.007495938711424054,0.743424018646513,1.5177731232504942e-05,0.0008746593779549483,7148.34214760618,normal
7,235,107.90667306946419,107.90667306946419,1952.236455664075,44.18411994895989,-0.03690222908379513,2.1505063584244124,-0.8494936415755876,0.0006675643003991605,9.178379629544654,0.35640571097906415,7.60792505683323,0.9976512559876641,2.2760648147937133,101.91217592592625,101.88094444444438,44.218810517477436,44.17132084300707,0.879170456373399,1.8304336583924352,0.006357264914824169,0.7318616642640883,9.234633569654675e-06,0.0003096093976700859,12541.788194444443,normal
11,236,70.78360843578706,70.78360843578706,1264.8831396966668,35.565195622921394,0.9637525885991315,3.6546737480982707,0.6546737480982707,0.001002687686106406,13.616208235996554,0.3356822833735669,7.389599410485315,0.994625811969023,2.6358818958409573,60.699922299922285,60.8554933954934,35.557109364968646,35.56416861213782,0.8882586981834425,1.7381549609810476,0.00930193536286313,0.7489111822758706,1.5483711135645305e-05,0.0008917037358806389,5081.940062554193,normal
20,212,95.56299731672574,95.56299731672574,1122.8299913208593,33.50865546871225,0.5575669136332168,3.057666643879763,0.05766664387976306,0.0010252303304349134,6.970359549769495,0.38395072441484723,7.218960238198949,0.9968974938045314,2.0060090966302373,76.51962418246377,76.58094352777118,33.49301609417704,33.51842995458824,0.8658087263910256,1.9632029469444003,0.008869777410018587,0.7070535735832668,6.625324640863509e-06,0.0004136714432227632,7138.801253511423,normal
25,242,96.46250782666007,96.46250782666007,1375.0515997744074,37.08168820016704,0.7041701477255353,2.809940202777717,-0.19005979722228306,0.001087405079335506,6.95272818536897,0.3992708323952175,7.228709473054013,0.9974745778101948,1.9547427031396412,72.46967325182794,72.50903890991461,37.09629947931391,37.09910016958112,0.8570931086360503,2.098228408731414,0.008404929752413847,0.6914812180708308,6.590741326540977e-06,0.0004766065738349425,6771.657782347357,normal
3,205,64.83436921251206,64.83436921251206,928.7173266117327,30.474863848944963,0.7024374184751689,3.135680961748155,0.13568096174815514,0.0016929245262494361,4.406153901568765,0.4767806426298246,6.818727851847486,0.9976280256521372,1.5146730251686793,62.889823178935146,62.86364236978679,30.466934161281078,30.479497295399476,0.8078000453814577,2.7177071346375135,0.010048815450294802,0.6077295921994651,5.993479094708997e-06,0.0005772336299051863,5003.514036728039,normal
18,227,86.63373779593874,86.63373779593874,933.276313958636,30.549571420212036,1.0023050157457456,3.978472710352225,0.978472710352225,0.0014064090245281238,6.460837761760214,0.40271766314159685,7.014267046097997,0.9965385980347021,1.9024507658524623,69.60432635198505,69.63396686464543,30.544202397942666,30.550364880882398,0.8556885669675321,2.088440424204616,0.010906775233051084,0.6888889601448935,6.238303181495706e-06,0.00043113341589228046,5922.216531503431,normal
1,156,28.939941840317022,28.939941840317015,758.502623335827,27.54092633401838,1.2359305319096854,4.105582994562558,1.1055829945625577,0.007819429776552783,11.69295206400141,0.38743881880634223,6.6583472370319985,0.9923003563381381,2.389984755356571,29.492724165011346,29.38256263377537,27.562493909874018,27.51505524416371,0.8299906720161162,56.419729090388586,0.024560499995942977,0.6497783327497096,1.4563248186656174e-05,0.037695109700625506,1654.9027407373922,normal
48,255,134.93539114784465,134.93539114784465,1233.7480404824332,35.12474968569076,0.4676157341845066,2.7706841817210255,-0.22931581827897451,0.001039767752162557,7.071488631126083,0.39930294617767603,7.256868391514565,0.9971363640210897,1.965788459499987,87.91637178993092,88.0085835406233,35.12012876681656,35.114155055350146,0.8556329388526225,2.0898098965613645,0.008317823180599145,0.6886534864528581,8.736371260756776e-06,0.00031633236086523055,9142.772618465195,normal
49,249,133.18243524535268,133.18243524535268,812.1230516618475,28.49777274914388,0.19898973749580431,2.937321449977274,-0.06267855002272604,0.0013256290794228867,6.502812862891028,0.402039196108726,7.04089214037846,0.995997185041128,1.9093169279733802,85.21284298780506,85.17280959639956,28.47790534207624,28.511255889599422,0.855884317821864,2.08219376442373,0.010305020109207964,0.6890573613219791,9.050183266129235e-06,0.00025000708299733357,8239.460636227885,normal
1,229,67.74546188981762,67.74546188981762,1467.0377116710379,38.30192830225442,0.7776529865965011,3.446101689602392,0.44610168960239216,0.0012027883873730939,5.947043176500273,0.44113650180504194,7.156795080574624,0.9979741003560479,1.7421306073012954,67.82819089623548,67.75415350688642,38.288814127061706,38.29788205078352,0.830003825554629,2.44108380200727,0.008148695958209044,0.6443434346406818,6.210871509451615e-06,0.0014239083275095433,6192.976242115402,normal
1,245,72.75759163871587,72.75759163871587,1659.967576830366,40.742699675283745,0.31586609787872233,2.8866850996585227,-0.11331490034147729,0.0026356886854553858,9.160712133854036,0.36951544056877966,7.320795582918136,0.9972303165155073,2.2565369321265125,72.8785245210268,72.98064525846495,40.65140404068616,40.6334349418988,0.8531619323382401,87.74213883564923,0.009350571324467634,0.6893856166780477,1.4910240352851232e-05,0.01411667072535422,7100.149901173933,normal
10,255,124.42131858618158,124.42131858618158,1932.4586735866483,43.959739234743516,0.003761059616609231,2.309663536704523,-0.6903364632954769,0.0006981061252744004,8.1905268005085,0.3743872542054067,7.568879931423338,0.9978843872921108,2.139848372106991,115.4796648598859,115.37294080136027,43.970096464683294,43.96232833700312,0.8683638616346404,1.9502027403068936,0.006317127757142993,0.7118332421785148,8.834000300277971e-06,0.00021658418460825327,15486.10849919169,normal
1,248,92.32048983397283,92.32048983397283,2378.9325177361807,48.7743018170038,0.5535486916308375,2.432594685974464,-0.5674053140255362,0.0007503930269917714,7.553821816283609,0.3836874817956122,7.551462075896864,0.9984174876594498,2.053965628801554,92.40924534407146,92.24199144315816,48.77810632714425,48.73629443790562,0.865650307800732,1.9609764406354215,0.006288762902280983,0.7066323335954043,8.964268425973388e-06,0.0004707320343700477,11087.646340588806,normal
1,239,87.74030126808469,87.74030126808469,2846.8435398437177,53.35582011218381,0.47080147881998247,2.351297358735339,-0.648702641264661,0.0006625787284356332,199.76985038151437,0.36361752678904463,7.703912587238764,0.9649251371845321,3.436606201667053,87.7502163208155,87.76687695671983,53.37849423505727,53.350106870138646,0.8750482816470655,1.826778688653071,0.005803319164015655,0.7234787148550488,1.5673981190976887e-05,0.0008153252356987369,10721.684608994154,normal
5,250,122.38363478669388,122.38363478669388,2181.1806616559693,46.70311190548195,-0.011109585551807894,2.300900904845531,-0.6990990951544691,0.0006447733480024075,9.455914056328446,0.3589872235067829,7.685865499642386,0.9978329024348537,2.2906030906149413,118.36683635573137,118.37305023641751,46.72154016933211,46.69101801242193,0.8763846932961434,1.8880175630381169,0.006081620213556965,0.7267893434308915,9.034484627742784e-06,0.000202372737212904,16433.484456169193,normal
1,199,60.92471540283864,60.92471540283864,1048.2289283425562,32.37636372946406,0.9282970747191961,3.538080221991232,0.538080221991232,0.0015912123037900854,7.729518882919905,0.4342858462668235,7.022445667017892,0.9963124542118202,1.9151736899453828,60.94814534443606,61.00307006476578,32.371956767397876,32.36245717940026,0.8290119742032214,2.449873162959391,0.010237082792618606,0.6426123707581151,1.0480202896618224e-05,0.0008055574577757252,4882.899306065117,normal
15,182,56.882957989721106,56.882957989721106,378.61569241066,19.458049553093957,1.1079093714026584,5.046326492465202,2.0463264924652016,0.003204982971565793,3.428023139368745,0.5121415738257223,6.234651809895983,0.9954721959918625,1.3286934030389248,42.849802536433245,42.88088218934245,19.435616689135035,19.466388904546264,0.7860545789753293,2.8879109446525173,0.016933816564967872,0.5734457418507788,6.935774725988793e-06,0.0010374959128269612,2304.313718962409,normal
7,210,100.61847965346836,100.61847965346836,1325.5595547869539,36.40823471121546,-0.005966402975232794,2.490771591864392,-0.5092284081356082,0.0006268890395046014,15.86701362290117,0.2981609090607906,7.678047361134721,0.9940101695295148,2.954232358748586,94.64942599112207,94.52093984386958,36.38264502556601,36.366106984745315,0.9055603889564164,1.5664912682071228,0.007607807557871684,0.782752740803078,1.5252039960112072e-05,0.00037758527151465055,10468.293556013115,normal
1,189,39.85949084412684,39.85949084412684,1740.3084036710864,41.7170037714969,1.1191699689510586,3.2575005807363855,0.2575005807363855,0.025830013705619524,6.129885203332153,0.4872337041548486,6.402272220957658,0.9982468266106183,1.6933679113391813,40.23049999093263,40.32866650949386,41.67854714403587,41.79177879889676,0.7365982519923405,293.2100580616347,0.03949159543490603,0.5075623518317768,8.726003490323452e-06,0.05241185343949195,3409.8063957123713,normal
15,255,116.32651069104432,116.32651069104432,978.385752094943,31.27915843009436,0.1287767814965344,3.617753428845919,0.6177534288459192,0.0008098471098875493,14.4757261924726,0.30308555674224186,7.507131087462702,0.9926088645712058,2.855181314877538,102.31129874976703,102.33190271816908,31.283746252356856,31.30103815436497,0.9031758690056763,1.5794766117661647,0.009587286275114218,0.7779082681223238,1.5494027052331164e-05,0.00017794424839557573,11654.573000108458,normal
1,202,58.525676662633394,58.525676662633394,1631.8772770923524,40.39650080257388,0.8595835953601021,3.1072497633226717,0.10724976332267167,0.001128663086409981,9.959161256906762,0.35647592405933337,7.381507293197579,0.9969328902973802,2.340000659018031,58.717270240880474,58.73684383958877,40.292086725057274,40.29275581143581,0.8736432220137654,2.495405343536414,0.008732336034692652,0.7224157791281043,1.079004726028938e-05,0.0081384135452154,5175.183459236733,normal
1,210,51.7498291117609,51.7498291117609,810.1577749109864,28.463270629198366,1.1691474382375704,5.3976992459434525,2.3976992459434525,0.0017587629776936616,5.614536899401672,0.449383166268168,6.792795804920285,0.9965293362671949,1.688926353471943,51.692002895569,51.72923572217785,28.423924805034925,28.44712971600771,0.8260408643577001,2.426745908176054,0.01133762441237747,0.6373873087877961,9.493430545971996e-06,0.0011528922784585572,3592.7022462309656,normal
1,238,123.31068335109862,123.31068335109862,1416.6589957808253,37.63853073355581,0.08844121452215956,2.778058721443145,-0.22194127855685508,0.0008501541984441908,8.05181719389644,0.3687490845045184,7.431471305831891,0.9971567202817294,2.1418731421502555,123.33198925938245,123.31356137688223,37.65160190604479,37.58231395742045,0.874762533191073,1.891572092689962,0.007635836921775409,0.723581748153656,8.957122255681438e-06,0.00012316025661570718,16869.80499099793,normal
14,215,79.01790004668587,79.01790004668587,1375.489824314533,37.087596637077105,0.6240572807718614,2.704472041873487,-0.2955279581265131,0.0010295411566204002,8.56460084023834,0.3740419770800314,7.288823736562602,0.9968937923546458,2.1682270734133193,66.11459855681386,65.98003059919601,37.081270904118185,37.09860256773543,0.8692391148911722,1.9207487873198064,0.008401897007101736,0.7132318799371316,1.138666848840397e-05,0.0007503972472564886,5866.821958051514,normal
1,230,69.09426940687001,69.09426940687001,1594.555809814648,39.93188963491019,0.530423767567219,2.9031583354532526,-0.09684166454674736,0.0008758791138544978,8.173595004374649,0.3881130473983092,7.392772186459583,0.997441340956354,2.0906018785529077,69.23377236710905,69.0475205961064,39.90146199907914,39.843070295419096,0.8611000834375316,2.0561142355376223,0.007273039963060929,0.6986249768575814,1.0432097477409778e-05,0.0027772378695828577,6507.762413497524,normal
15,217,88.15734417452721,88.15734417452721,1219.1973337459287,34.917006368615404,0.5124718480210156,2.721772719562481,-0.2782272804375192,0.0010394486485996465,6.985794580080409,0.39952962334084113,7.227491829820683,0.9971373880670341,1.9593108062766411,74.1283238541318,74.16644362663071,34.927477414120865,34.92736071747063,0.8554274464675646,2.1217289719626176,0.00829044689754377,0.6886083260946437,6.67556742318641e-06,0.0004636168128370531,6867.777877169561,normal
22,255,107.87666610939708,107.87666610939708,2611.0212949751167,51.09815353782479,0.8266395789927642,3.0606176396142724,0.060617639614272356,0.0006971397725842296,15.356165636919979,0.3308756606110129,7.75234735535904,0.9970659018108206,2.7665217722449915,87.02638602913179,86.85585297033533,51.107904884963446,51.1053825544823,0.8880136577718611,1.758358662613982,0.006405951995911553,0.7484244597589526,1.5197568388826784e-05,0.0006071500866526041,10332.858662613986,normal
1,238,103.75435444112362,103.7543544411236,2326.980940799201,48.23879083060852,-0.03952087028926826,2.1163685517925157,-0.8836314482074843,0.0006245766204840456,8.781901648764677,0.36577655654634206,7.665653643100725,0.998115661626646,2.214087159639863,103.68254543149745,103.83625646272671,48.163693803035116,48.22835869530126,0.8731453234492573,1.8956378838635113,0.005777791664624925,0.7205690677657997,9.026900162402696e-06,0.0006478576976938158,13300.455715175762,normal
9,255,108.99536273380848,108.99536273380848,3710.3915629469157,60.912983533454636,0.29090722422828463,2.0222231861800526,-0.9777768138199474,0.000537285334233884,19.702102073655457,0.29363869870972803,8.005198474803594,0.9973473350084484,3.2085051223886256,100.99611131934051,101.02139555222371,60.9587492459675,60.91179955091809,0.9051872861177416,1.614854350802938,0.005649240511427761,0.7823568167135356,1.5560811651693626e-05,0.0006214087151474513,14113.006379932778,normal
14,255,131.3031346147988,131.3031346147988,3357.312563056269,57.9423210016329,0.26903615804593906,2.3749574693605084,-0.6250425306394916,0.0007288760514853781,22.58854548754891,0.27425390987225234,8.109185174213875,0.9966381786808436,3.4989453411056894,118.28886952800254,118.33327219369096,57.94913186482729,57.96844248017536,0.9046998866842856,2.269556476178872,0.005572043150067545,0.783405604813193,1.5230900450602677e-05,0.00037302263129339276,17590.014682588033,normal
1,255,94.07147585400023,94.07147585400021,1657.9527261443352,40.71796564348881,0.9277336972606096,3.662083006331501,0.6620830063315011,0.0008739127006900671,11.746500633257982,0.3400909788771268,7.5181622060261235,0.9964548583476324,2.5090998979929386,94.15727837345125,94.13867688409607,40.68330993878278,40.71685599200408,0.8869832643089434,1.7279360827598953,0.008235342374132223,0.7462305494358512,1.5394088669713755e-05,0.0002173124616793374,10696.538247202085,normal
1,207,58.109005100098955,58.10900510009894,1676.0325420336953,40.93937642458292,0.7358115267733761,3.028923486134932,0.02892348613493212,0.00347831262053977,10.463568841531096,0.38705944603497994,7.225031757562471,0.9968645606820669,2.283500092040327,58.43276962740154,58.43418144988042,40.85228049661133,40.844395397911605,0.8395265638929786,11.318885590317429,0.011012303925769773,0.6645507592926189,1.507931720828723e-05,0.018848584986832242,5169.907025957221,normal
1,231,69.449013740065,69.449013740065,1610.9304564663405,40.136398150137246,0.5318661225506115,2.898112703291863,-0.10188729670813679,0.0008680504189547073,8.219810741764698,0.3874481852472149,7.3992616203898995,0.9974537756715763,2.0970836159061426,69.56333903906844,69.38196126559671,40.116112678753076,40.059311549564846,0.8609455031763615,2.0641632075168133,0.007233863891450388,0.6982954773626506,1.0707784559259814e-05,0.0027403554360097993,6573.993993414208,normal
4,245,94.82133551241924,94.82133551241924,1610.5494940704903,40.13165202269264,0.43219884566155575,2.6688822726357357,-0.33111772736426426,0.0005737866054916352,18.197029013257918,0.2840066504726773,7.809133568368168,0.9943513160724196,3.1696247581714228,91.82896711798853,91.8167272727272,40.12833890554522,40.13892920081611,0.9118295665424149,1.5015109466543324,0.0070941929621940215,0.795320202451376,1.5417823003154215e-05,0.00030148605016342165,10226.192167745914,normal
16,216,88.63654137711038,88.63654137711036,1254.9443612750356,35.4251938777339,0.5021165630107315,2.6966777167705396,-0.3033222832294604,0.0010158345147489325,7.135884812096736,0.39778165043437447,7.2492655582637555,0.9971594965024517,1.9792755376947324,73.6130493976565,73.64309780515974,35.44087871678742,35.43744085817597,0.8559076894486701,2.0948790944949414,0.008156807953789277,0.6892932987970168,6.859886811820545e-06,0.0005403342978682398,6825.276775853197,normal
1,252,69.47262401708572,69.47262401708572,3278.9279225291543,57.261923845860736,0.5201467818092403,2.2449169125689945,-0.7550830874310055,0.019765476320028133,16.62011749085059,0.393664951945946,7.241419316901734,0.9974632815540939,2.741568620989014,69.82811605112032,70.0403855279735,57.11489143281886,57.184336809298344,0.7841232913433865,314.92266123030134,0.027245680716753075,0.5831381420714125,1.591545709167017e-05,0.04176308693646448,8245.318658382683,normal
7,208,99.30430626435808,99.30430626435808,1344.1897794794918,36.66319379813346,-0.005347420015777653,2.4847897208115954,-0.5152102791884046,0.0006316676855193249,15.6185067695842,0.30214757776041123,7.671134392849411,0.99418562618183,2.923667311366723,93.33601547388787,93.2069323017409,36.63576978077117,36.621126898117275,0.9036562832461246,1.58413506012951,0.007562216359244289,0.7790056630784616,1.5417823003154208e-05,0.00039860927897776896,10237.334135060131,normal
17,255,131.35861154502857,131.35861154502857,2022.481326193674,44.97200602812458,0.33219803645201346,2.7220773272397816,-0.2779226727602184,0.0006847693122387219,10.065361500545665,0.35741374313935886,7.6687528813650845,0.9975128281655941,2.337807321049519,115.40339646694613,115.47272810052814,44.99645366660034,44.92480162579204,0.8761736985034693,1.8911169840794118,0.006462366171827728,0.7264648070841129,9.081909743898485e-06,0.000171950551033651,15561.666485028469,normal
1,201,56.92623774108725,56.92623774108725,1506.4796565797578,38.813395324034175,0.8519967916633028,3.1328725442785474,0.13287254427854744,0.0011540379833020961,9.705416747111812,0.3579584765018166,7.3397764308551094,0.9967603847067337,2.3157362022231482,57.11332749542259,57.12289181289859,38.705554270977984,38.700095305932024,0.8736723140593514,2.2553013802209705,0.009006403199234283,0.7221990490899809,1.1170937688383505e-05,0.008368039372163669,4861.928675416719,normal
4,250,122.04684702516444,122.04684702516444,2203.8444706433706,46.945121904659814,-0.002782803871657881,2.2755714166565695,-0.7244285833434305,0.0006332303687515306,9.48310106878199,0.35604656848769073,7.695236986032712,0.9978486572486832,2.302169304989835,119.0359446173272,119.03733369413247,46.957572242720936,46.932869078243584,0.8787248533166452,1.8517948717948718,0.0060142784842577585,0.7311400294041818,8.996851102033317e-06,0.00018605347671185973,16614.94047683311,normal
15,215,78.70715363856743,78.70715363856743,1374.1063006527434,37.068939837183684,0.6320681884801211,2.7125576760329517,-0.2874423239670483,0.001039448128532703,8.531978077319199,0.37525470675529976,7.282592078888911,0.9969030446974453,2.161701981263066,64.80416437350941,64.66518758026055,37.065415704495535,37.07855890060108,0.8679017563749806,1.9847689616136668,0.008448860239830396,0.7110605564449728,1.1434713503122424e-05,0.000840856845604136,5691.471270282321,normal
17,181,56.76565726326473,56.765657263264714,374.32110445440304,19.34737978265799,1.1168034865084393,5.096948175616225,2.096948175616225,0.0032240778134090494,3.402916222168363,0.5119227475999487,6.225787210624377,0.9954548010994343,1.3266903562529588,40.73349204891448,40.761601661568406,19.331033194593072,19.356597305365845,0.7868211953253296,2.859583104308486,0.017051421050763495,0.5745971835543497,7.046918382541634e-06,0.0013406357541983684,2118.586768706044,normal
1,190,39.9023731716268,39.9023731716268,1734.9379289398196,41.65258610146337,1.1234755744607563,3.2865786903628527,0.28657869036285266,0.024097024886643892,6.174860186363292,0.4808827987224146,6.432166404378302,0.9982285157758035,1.7099334220886575,40.30292942742994,40.40304482911658,41.61363530116973,41.72681828265403,0.7455951584182172,293.5094018139559,0.03785555953991164,0.5206953559515984,8.516436722800733e-06,0.0513407783938191,3407.9420600108356,normal
1,196,59.68949376589801,59.68949376589801,1012.8248881595562,31.824909868836333,0.9358295140137004,3.5578276502848647,0.5578276502848647,0.0016685576256303977,7.452036889796256,0.4413990937847134,6.9791784153449825,0.996320562065037,1.8750365970777498,59.710663348529856,59.76705424735455,31.81589556290943,31.815149791541366,0.8233925199397039,2.5345586088987115,0.010460446007769731,0.6332170729172586,1.0423507093087913e-05,0.0008107640551264896,4696.03954172053,normal
3,243,76.9651738196757,76.9651738196757,1660.5296140644305,40.7495964895903,1.0151197407975994,3.9289767958647857,0.9289767958647857,0.0008468394722289262,17.33394240352762,0.32417889807707306,7.597535440136955,0.9947829483453882,2.889071089410124,74.9460582208899,74.97037418790646,40.75027434109156,40.76534963183984,0.8931020684364847,1.6789337731856098,0.008164717484881921,0.7581665480429871,1.5560811651693626e-05,0.0005743246697827007,7431.006006473299,normal
1,246,70.94924478506567,70.94924478506567,1659.8657645227663,40.74145020151794,0.3177882093937626,2.8849633806865405,-0.11503661931345954,0.0031525634895164588,8.955472875525716,0.3784176785175653,7.282848744655139,0.9972919572707534,2.216784685516422,71.07997779644711,71.18547467594787,40.64604169736125,40.62838448823848,0.8448218132336386,87.55088195386702,0.009854626403668751,0.675301939121159,1.4842300556364965e-05,0.015712586521673153,6836.559589664067,normal
1,239,86.15456732634848,86.15456732634848,2792.2237767724378,52.841496731001456,0.5094489079763967,2.410118535238758,-0.589881464761242,0.0006823885461976418,197.8044308006654,0.3651107807732072,7.684805362630802,0.9645955733494291,3.411422873737509,86.16169940953768,86.19091093211993,52.86650383092397,52.84020224793662,0.8745949588550691,1.8318975552968568,0.005940009658195067,0.7226333431249622,1.552120196163901e-05,0.0008194599439754568,10388.142382615444,normal
16,255,115.92834728834055,115.92834728834055,1014.2273966179907,31.846937005275574,0.1344592208876739,3.620046691896863,0.6200466918968628,0.0007936667580101199,14.554927413556324,0.30291352784184317,7.522411684647941,0.9928278435424721,2.8577463706450956,100.90579921652946,100.93678469928592,31.840253959033937,31.864531228005692,0.9041845709711,1.5770549517832544,0.009417644841224381,0.78009308367399,1.5306903413205158e-05,0.0001911638437017292,11403.44083881831,normal
1,253,95.49845612491754,95.49845612491754,2475.4909213023966,49.75430555542301,0.502769824188003,2.3445455313579555,-0.6554544686420445,0.0007168974867451553,7.684027624582699,0.3796199809429935,7.584443861516257,0.9984539351992782,2.076611658430916,95.59477671838239,95.41493424592318,49.76166609319054,49.713007716106134,0.8674032770687141,1.9664745986364631,0.006092952695128343,0.7101065501137558,8.796312585686668e-06,0.00043252350212055713,11787.442955795028,normal
