Model,Scaler,TP,FP,FN,TN,Macro Precision,Macro Recall,Macro F1,Macro Accuracy,Macro Specificity,Micro Precision,Micro Recall,Micro F1,Micro Accuracy,Micro Specificity,Weights,Samples,Weighted Precision,Weighted Recall,Weighted F1,Weighted Accuracy,Weighted Specificity
AB,Normalizer,[112. 118. 114. 123.],[100.  82.  67.  81.],[87. 80. 86. 77.],[498. 517. 530. 516.],0.5877693293515815,0.5859434165777524,0.5868549527034194,0.792973651192221,0.8619937243422924,0.5859473023838535,0.5859473023838535,0.5859473023838535,0.7929736511918228,0.8619824341278588,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.5878383457898031,0.5859473023838535,0.58689130079117,0.7929988397522068,0.8620275949855928
AB,Standard,[104. 130. 147. 148.],[67. 84. 72. 45.],[95. 68. 53. 52.],[531. 515. 525. 552.],0.6634340062417384,0.6635446804729085,0.6634893387420325,0.8318695106652447,0.8879365609628191,0.6637390213298231,0.6637390213298231,0.6637390213298231,0.8318695106648271,0.887913007109866,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.6636437447777417,0.6637390213298233,0.6636913796344142,0.831970264905188,0.8880072225216787
AB,MinMax,[104. 131. 140. 140.],[64. 90. 73. 55.],[95. 67. 60. 60.],[534. 509. 524. 542.],0.6467583783240949,0.6460573067355522,0.6464076524403243,0.8230865746552072,0.8820802027829943,0.6461731493097654,0.6461731493097654,0.6461731493097654,0.8230865746547938,0.8820577164365095,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.6469286507882531,0.6461731493097655,0.6465506793461676,0.8231652889051627,0.8821476618224486
AB,Robust,[106. 119. 150. 156.],[65. 75. 70. 56.],[93. 79. 50. 44.],[533. 524. 527. 541.],0.6627380853031632,0.6659183543980877,0.6643244137081141,0.8331242158095359,0.8887600975771078,0.6662484316184026,0.6662484316184026,0.6662484316184026,0.8331242158091176,0.8887494772060598,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.6629156600726274,0.6662484316184032,0.6645778675178559,0.8332296929044762,0.8887919586902524
AB,MaxAbs,[ 88. 124. 147. 149.],[69. 84. 85. 51.],[111.  74.  53.  51.],[529. 515. 512. 546.],0.633821022487154,0.6371184203846146,0.635465443957144,0.8186951066501883,0.8791439916502615,0.6373902132997367,0.6373902132997367,0.6373902132997367,0.8186951066497773,0.8791300710998313,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.6340075291634577,0.6373902132997369,0.6356943712424973,0.8187934994626328,0.8791857533015522
AB,QT,[100. 130. 147. 158.],[68. 84. 61. 49.],[99. 68. 53. 42.],[530. 515. 536. 548.],0.6681826310342014,0.6710195548447604,0.6695980881143724,0.8356336260981181,0.8904498240452314,0.6712672521955622,0.6712672521955622,0.6712672521955622,0.8356336260976984,0.8904224173984473,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.66842649116825,0.6712672521955625,0.6698438598281694,0.8357564203280486,0.8905320439855839
KNN,Normalizer,[ 96.  81. 132. 106.],[129.  90. 105.  58.],[103. 117.  68.  94.],[469. 509. 492. 539.],0.5259135914809855,0.520375742348084,0.5231300114210555,0.7603513174406524,0.8402496733241197,0.5207026348807823,0.5207026348807823,0.5207026348807823,0.7603513174402707,0.8402342116268205,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.5261691820540388,0.5207026348807826,0.5234216358804933,0.7604662402455875,0.8402960584160173
KNN,Standard,[138. 117. 169. 133.],[65. 58. 82. 35.],[61. 81. 31. 67.],[533. 541. 515. 562.],0.7033369559526579,0.698594106897928,0.7009575086994428,0.84943538268532,0.8996241003958725,0.6988707653699384,0.6988707653699384,0.6988707653699384,0.8494353826848936,0.8996235884565789,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.7034537251559836,0.6988707653699389,0.7011547564397458,0.849504651225281,0.8996256362137536
KNN,MinMax,[134. 122. 164. 135.],[72. 60. 68. 42.],[65. 76. 36. 65.],[526. 539. 529. 555.],0.6976058808382458,0.696132112582921,0.6968682175136035,0.848180677541029,0.8987942777333712,0.6963613550813588,0.6963613550813588,0.6963613550813588,0.8481806775406031,0.8987871183603852,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.6977334503049494,0.696361355081359,0.6970467274717506,0.8482530946509882,0.8988157558523291
KNN,Robust,[131. 114. 164. 135.],[76. 55. 86. 36.],[68. 84. 36. 65.],[522. 544. 511. 561.],0.6882200346933434,0.6822622582608193,0.685228196619866,0.841279799247428,0.8941837226548102,0.6825595984941706,0.6825595984941706,0.6825595984941706,0.8412797992470056,0.8941865328313193,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.6883237955923386,0.6825595984941709,0.6854295785916309,0.8413467063598901,0.8941752921252826
KNN,MaxAbs,[127. 124. 171. 133.],[57. 67. 76. 42.],[72. 74. 29. 67.],[541. 532. 521. 555.],0.6979349358242721,0.6961133952589273,0.6970229754788317,0.848180677541029,0.8987935610981554,0.6963613550813587,0.6963613550813587,0.6963613550813587,0.8481806775406031,0.8987871183603852,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.6980668782292875,0.6963613550813591,0.6972130736438801,0.8482562432209863,0.8988128893114666
KNN,QT,[131. 124. 166. 148.],[63. 52. 81. 32.],[68. 74. 34. 52.],[535. 547. 516. 565.],0.718522546513366,0.7136385208870505,0.716072205828832,0.8569636135510666,0.90463943629596,0.7139272271014164,0.7139272271014164,0.7139272271014164,0.8569636135506363,0.9046424090337416,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.7186119053571441,0.7139272271014168,0.7162619063302025,0.8570281592360302,0.9046305180826155
DT,Normalizer,[115. 111. 140. 122.],[100.  85.  69.  55.],[84. 87. 60. 78.],[498. 514. 528. 542.],0.615083061898827,0.612123876960448,0.6135999016631825,0.8061480552072774,0.8707918887872185,0.6122961104139399,0.6122961104139399,0.6122961104139399,0.8061480552068726,0.8707653701378935,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.6153060385657556,0.6122961104139402,0.6137973845046655,0.80624959658972,0.8708714447351935
DT,Standard,[125. 112. 134. 133.],[89. 83. 65. 56.],[74. 86. 66. 67.],[509. 516. 532. 541.],0.6338854154414245,0.632199317293406,0.6330412436435994,0.8161856963616061,0.8774815569425107,0.6323713927225773,0.6323713927225773,0.6323713927225773,0.8161856963611963,0.8774571309074437,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.6340972424779037,0.6323713927225776,0.6332331416700615,0.8162825148890515,0.877554835047712
DT,MinMax,[112. 103. 141. 137.],[94. 77. 71. 62.],[87. 95. 59. 63.],[504. 522. 526. 535.],0.6173620233220054,0.6182540226383263,0.6178077010100914,0.8092848180680051,0.8728703039337316,0.6185696361353892,0.6185696361353892,0.6185696361353892,0.8092848180675988,0.8728565453783779,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.6175677351226747,0.6185696361353894,0.6180682796039161,0.8093934437329439,0.8729115795997928
DT,Robust,[112. 114. 138. 128.],[87. 74. 73. 71.],[87. 84. 62. 72.],[511. 525. 524. 526.],0.616610391373916,0.6171429115272162,0.6168765365257618,0.8086574654958596,0.8724424469906373,0.6173149309910994,0.6173149309910994,0.6173149309910994,0.8086574654954536,0.872438310330281,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.6167035546691777,0.6173149309910995,0.617009091381432,0.8087086297583306,0.8724548569717063
DT,MaxAbs,[116. 113. 151. 149.],[75. 70. 70. 53.],[83. 85. 49. 51.],[523. 529. 527. 544.],0.6614244656643459,0.6634054108926845,0.6624134572793065,0.8318695106652447,0.8879225883297082,0.663739021329823,0.663739021329823,0.663739021329823,0.8318695106648271,0.887913007109866,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.661602597253387,0.6637390213298235,0.6626690873552492,0.8319734134751862,0.8879513319892346
DT,QT,[119. 109. 129. 132.],[83. 87. 70. 68.],[80. 89. 71. 68.],[515. 512. 527. 529.],0.6133681414750943,0.6133737500633349,0.6133709457563935,0.8067754077794229,0.8712015410915239,0.6135508155582298,0.6135508155582298,0.6135508155582298,0.8067754077790179,0.8711836051859904,[0.24968632 0.24843162 0.25094103 0.25094103],[199 198 200 200],0.6135422325862301,0.6135508155582301,0.6135465240422131,0.8068588448843758,0.8712553488081245
